date,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday
2022-03-06,,,,155.0,,,
2022-03-07,,239.0,,,,,
2022-03-08,,,,,,292.0,
2022-03-09,,,,,,,193.0
2022-03-10,,,,,286.0,,
2022-03-11,383.0,,,,,,
2022-03-12,,,167.0,,,,
2022-03-13,,,,95.0,,,
2022-03-14,,234.0,,,,,
2022-03-15,,,,,,204.0,
2022-03-16,,,,,,,184.0
2022-03-17,,,,,45.0,,
2022-03-18,40.0,,,,,,
2022-03-19,,,76.0,,,,
2022-03-20,,,,101.0,,,
2022-03-21,,255.0,,,,,
2022-03-22,,,,,,196.0,
2022-03-23,,,,,,,226.0
2022-03-24,,,,,323.0,,
2022-03-25,469.0,,,,,,
2022-03-26,,,67.0,,,,
2022-03-27,,,,68.0,,,
2022-03-28,,266.0,,,,,
2022-03-29,,,,,,286.0,
2022-03-30,,,,,,,261.0
2022-03-31,,,,,252.0,,
2022-04-01,498.0,,,,,,
2022-04-02,,,129.0,,,,
2022-04-03,,,,97.0,,,
2022-04-04,,255.0,,,,,
2022-04-05,,,,,,231.0,
2022-04-06,,,,,,,244.0
2022-04-07,,,,,308.0,,
2022-04-08,480.0,,,,,,
2022-04-09,,,195.0,,,,
2022-04-10,,,,98.0,,,
2022-04-11,,284.0,,,,,
2022-04-12,,,,,,216.0,
2022-04-13,,,,,,,133.0
2022-04-14,,,,,74.0,,
2022-04-15,147.0,,,,,,
2022-04-16,,,187.0,,,,
2022-04-17,,,,119.0,,,
2022-04-18,,86.0,,,,,
2022-04-19,,,,,,302.0,
2022-04-20,,,,,,,380.0
2022-04-21,,,,,215.0,,
2022-04-22,312.0,,,,,,
2022-04-23,,,91.0,,,,
2022-04-24,,,,81.0,,,
2022-04-25,,225.0,,,,,
2022-04-26,,,,,,625.0,
2022-04-27,,,,,,,561.0
2022-04-28,,,,,107.0,,
2022-04-29,329.0,,,,,,
2022-04-30,,,104.0,,,,
2022-05-01,,,,195.0,,,
2022-05-02,,299.0,,,,,
2022-05-03,,,,,,340.0,
2022-05-04,,,,,,,332.0
2022-05-05,,,,,185.0,,
2022-05-06,325.0,,,,,,
2022-05-07,,,118.0,,,,
2022-05-08,,,,113.0,,,
2022-05-09,,404.0,,,,,
2022-05-10,,,,,,247.0,
2022-05-11,,,,,,,417.0
2022-05-12,,,,,124.0,,
2022-05-13,204.0,,,,,,
2022-05-14,,,73.0,,,,
2022-05-15,,,,137.0,,,
2022-05-16,,324.0,,,,,
2022-05-17,,,,,,282.0,
2022-05-18,,,,,,,218.0
2022-05-19,,,,,318.0,,
2022-05-20,386.0,,,,,,
2022-05-21,,,72.0,,,,
2022-05-22,,,,187.0,,,
2022-05-23,,302.0,,,,,
2022-05-24,,,,,,248.0,
2022-05-25,,,,,,,237.0
2022-05-26,,,,,230.0,,
2022-05-27,85.0,,,,,,
2022-05-28,,,85.0,,,,
2022-05-29,,,,254.0,,,
2022-05-30,,145.0,,,,,
2022-05-31,,,,,,253.0,
2022-06-01,,,,,,,228.0
2022-06-02,,,,,312.0,,
2022-06-03,217.0,,,,,,
2022-06-04,,,158.0,,,,
2022-06-05,,,,142.0,,,
2022-06-06,,360.0,,,,,
2022-06-07,,,,,,280.0,
2022-06-08,,,,,,,305.0
2022-06-09,,,,,214.0,,
2022-06-10,325.0,,,,,,
2022-06-11,,,50.0,,,,
2022-06-12,,,,248.0,,,
2022-06-13,,322.0,,,,,
2022-06-14,,,,,,170.0,
2022-06-15,,,,,,,282.0
2022-06-16,,,,,273.0,,
2022-06-17,163.0,,,,,,
2022-06-18,,,86.0,,,,
2022-06-19,,,,145.0,,,
2022-06-20,,230.0,,,,,
2022-06-21,,,,,,189.0,
2022-06-22,,,,,,,257.0
2022-06-23,,,,,76.0,,
2022-06-24,236.0,,,,,,
2022-06-25,,,129.0,,,,
2022-06-26,,,,171.0,,,
2022-06-27,,181.0,,,,,
2022-06-28,,,,,,95.0,
2022-06-29,,,,,,,191.0
2022-06-30,,,,,243.0,,
2022-07-01,236.0,,,,,,
2022-07-02,,,134.0,,,,
2022-07-03,,,,28.0,,,
2022-07-04,,101.0,,,,,
2022-07-05,,,,,,121.0,
2022-07-06,,,,,,,83.0
2022-07-07,,,,,197.0,,
2022-07-08,181.0,,,,,,
2022-07-09,,,203.0,,,,
2022-07-10,,,,117.0,,,
2022-07-11,,271.0,,,,,
2022-07-12,,,,,,109.0,
2022-07-13,,,,,,,120.0
2022-07-14,,,,,135.0,,
2022-07-15,110.0,,,,,,
2022-07-16,,,108.0,,,,
2022-07-17,,,,165.0,,,
2022-07-18,,113.0,,,,,
2022-07-19,,,,,,146.0,
2022-07-20,,,,,,,88.0
2022-07-21,,,,,137.0,,
2022-07-22,402.0,,,,,,
2022-07-23,,,129.0,,,,
2022-07-24,,,,33.0,,,
2022-07-25,,80.0,,,,,
2022-07-26,,,,,,120.0,
2022-07-27,,,,,,,184.0
2022-07-28,,,,,318.0,,
2022-07-29,125.0,,,,,,
2022-07-30,,,120.0,,,,
2022-07-31,,,,73.0,,,
2022-08-01,,127.0,,,,,
2022-08-02,,,,,,44.0,
2022-08-03,,,,,,,156.0
2022-08-04,,,,,69.0,,
2022-08-05,186.0,,,,,,
2022-08-06,,,19.0,,,,
2022-08-07,,,,98.0,,,
2022-08-08,,99.0,,,,,
2022-08-09,,,,,,38.0,
2022-08-10,,,,,,,183.0
2022-08-11,,,,,129.0,,
2022-08-12,152.0,,,,,,
2022-08-13,,,80.0,,,,
2022-08-14,,,,113.0,,,
2022-08-15,,171.0,,,,,
2022-08-16,,,,,,110.0,
2022-08-17,,,,,,,16.0
2022-08-18,,,,,82.0,,
2022-08-19,145.0,,,,,,
2022-08-20,,,6.0,,,,
2022-08-21,,,,80.0,,,
2022-08-22,,104.0,,,,,
2022-08-23,,,,,,214.0,
2022-08-24,,,,,,,142.0
2022-08-25,,,,,7.0,,
2022-08-26,189.0,,,,,,
2022-08-27,,,17.0,,,,
2022-08-28,,,,25.0,,,
2022-08-29,,46.0,,,,,
2022-08-30,,,,,,66.0,
2022-08-31,,,,,,,32.0
2022-09-01,,,,,73.0,,
2022-09-02,59.0,,,,,,
2022-09-03,,,45.0,,,,
2022-09-04,,,,43.0,,,
2022-09-05,,109.0,,,,,
2022-09-06,,,,,,195.0,
2022-09-07,,,,,,,236.0
2022-09-08,,,,,223.0,,
2022-09-09,190.0,,,,,,
2022-09-10,,,25.0,,,,
2022-09-11,,,,7.0,,,
2022-09-12,,162.0,,,,,
2022-09-13,,,,,,344.0,
2022-09-14,,,,,,,291.0
2022-09-15,,,,,199.0,,
2022-09-16,262.0,,,,,,
2022-09-18,,,,31.0,,,
2022-09-19,,317.0,,,,,
2022-09-20,,,,,,194.0,
2022-09-21,,,,,,,241.0
2022-09-22,,,,,194.0,,
2022-09-23,297.0,,,,,,
2022-09-24,,,92.0,,,,
2022-09-25,,,,49.0,,,
2022-09-26,,43.0,,,,,
2022-09-27,,,,,,130.0,
2022-09-28,,,,,,,198.0
2022-09-29,,,,,55.0,,
2022-09-30,245.0,,,,,,
2022-10-01,,,59.0,,,,
2022-10-02,,,,80.0,,,
2022-10-03,,170.0,,,,,
2022-10-04,,,,,,216.0,
2022-10-05,,,,,,,25.0
2022-10-06,,,,,404.0,,
2022-10-07,190.0,,,,,,
2022-10-08,,,124.0,,,,
2022-10-09,,,,121.0,,,
2022-10-10,,16.0,,,,,
2022-10-11,,,,,,338.0,
2022-10-12,,,,,,,283.0
2022-10-13,,,,,256.0,,
2022-10-14,280.0,,,,,,
2022-10-15,,,38.0,,,,
2022-10-16,,,,29.0,,,
2022-10-17,,582.0,,,,,
2022-10-18,,,,,,270.0,
2022-10-19,,,,,,,393.0
2022-10-20,,,,,287.0,,
2022-10-21,309.0,,,,,,
2022-10-22,,,12.0,,,,
2022-10-23,,,,5.0,,,
2022-10-24,,349.0,,,,,
2022-10-25,,,,,,132.0,
2022-10-26,,,,,,,370.0
2022-10-27,,,,,218.0,,
2022-10-28,304.0,,,,,,
2022-10-29,,,110.0,,,,
2022-10-30,,,,173.0,,,
2022-10-31,,202.0,,,,,
2022-11-01,,,,,,8.0,
2022-11-02,,,,,,,3.0
2022-11-03,,,,,1.0,,
2022-11-04,159.0,,,,,,
2022-11-05,,,36.0,,,,
2022-11-07,,298.0,,,,,
2022-11-08,,,,,,210.0,
2022-11-09,,,,,,,23.0
2022-11-10,,,,,61.0,,
2022-11-11,123.0,,,,,,
2022-11-12,,,93.0,,,,
2022-11-13,,,,153.0,,,
2022-11-14,,199.0,,,,,
2022-11-15,,,,,,297.0,
2022-11-16,,,,,,,246.0
2022-11-17,,,,,297.0,,
2022-11-18,261.0,,,,,,
2022-11-19,,,25.0,,,,
2022-11-20,,,,68.0,,,
2022-11-21,,29.0,,,,,
2022-11-22,,,,,,275.0,
2022-11-23,,,,,,,179.0
2022-11-24,,,,,74.0,,
2022-11-26,,,137.0,,,,
2022-11-27,,,,49.0,,,
2022-11-28,,222.0,,,,,
2022-11-29,,,,,,199.0,
2022-11-30,,,,,,,81.0
2022-12-01,,,,,206.0,,
2022-12-02,289.0,,,,,,
2022-12-03,,,113.0,,,,
2022-12-04,,,,2.0,,,
2022-12-05,,225.0,,,,,
2022-12-06,,,,,,270.0,
2022-12-07,,,,,,,257.0
2022-12-08,,,,,295.0,,
2022-12-09,488.0,,,,,,
2022-12-10,,,49.0,,,,
2022-12-11,,,,65.0,,,
2022-12-12,,370.0,,,,,
2022-12-13,,,,,,222.0,
2022-12-14,,,,,,,159.0
2022-12-15,,,,,300.0,,
2022-12-16,233.0,,,,,,
2022-12-17,,,83.0,,,,
2022-12-18,,,,71.0,,,
2022-12-19,,263.0,,,,,
2022-12-20,,,,,,202.0,
2022-12-21,,,,,,,182.0
2022-12-22,,,,,141.0,,
2022-12-23,182.0,,,,,,
2022-12-24,,,14.0,,,,
2022-12-26,,56.0,,,,,
2022-12-27,,,,,,56.0,
2022-12-28,,,,,,,60.0
2022-12-29,,,,,54.0,,
2022-12-30,49.0,,,,,,
2022-12-31,,,80.0,,,,
2023-01-01,,,,66.0,,,
2023-01-02,,32.0,,,,,
2023-01-03,,,,,,348.0,
2023-01-04,,,,,,,226.0
2023-01-05,,,,,230.0,,
2023-01-06,291.0,,,,,,
2023-01-07,,,62.0,,,,
2023-01-08,,,,13.0,,,
2023-01-09,,250.0,,,,,
2023-01-10,,,,,,148.0,
2023-01-11,,,,,,,188.0
2023-01-12,,,,,223.0,,
2023-01-13,182.0,,,,,,
2023-01-14,,,3.0,,,,
2023-01-15,,,,104.0,,,
2023-01-16,,84.0,,,,,
2023-01-17,,,,,,226.0,
2023-01-18,,,,,,,165.0
2023-01-19,,,,,282.0,,
2023-01-20,329.0,,,,,,
2023-01-21,,,81.0,,,,
2023-01-22,,,,44.0,,,
2023-01-23,,43.0,,,,,
2023-01-24,,,,,,187.0,
2023-01-25,,,,,,,82.0
2023-01-26,,,,,161.0,,
2023-01-27,252.0,,,,,,
2023-01-28,,,149.0,,,,
2023-01-29,,,,104.0,,,
2023-01-30,,156.0,,,,,
2023-01-31,,,,,,173.0,
2023-02-01,,,,,,,185.0
2023-02-02,,,,,82.0,,
2023-02-03,200.0,,,,,,
2023-02-04,,,14.0,,,,
2023-02-05,,,,32.0,,,
2023-02-06,,230.0,,,,,
2023-02-07,,,,,,264.0,
2023-02-08,,,,,,,238.0
2023-02-09,,,,,163.0,,
2023-02-10,251.0,,,,,,
2023-02-11,,,97.0,,,,
2023-02-12,,,,85.0,,,
2023-02-13,,111.0,,,,,
2023-02-14,,,,,,208.0,
2023-02-15,,,,,,,40.0
2023-02-16,,,,,80.0,,
2023-02-17,174.0,,,,,,
2023-02-18,,,3.0,,,,
2023-02-19,,,,111.0,,,
2023-02-20,,139.0,,,,,
2023-02-21,,,,,,88.0,
2023-02-22,,,,,,,275.0
2023-02-23,,,,,53.0,,
2023-02-24,313.0,,,,,,
2023-02-25,,,43.0,,,,
2023-02-26,,,,70.0,,,
2023-02-27,,247.0,,,,,
2023-02-28,,,,,,157.0,
2023-03-01,,,,,,,220.0
2023-03-02,,,,,357.0,,
2023-03-03,307.0,,,,,,
2023-03-04,,,93.0,,,,
2023-03-05,,,,104.0,,,
2023-03-06,,402.0,,,,,
2023-03-07,,,,,,256.0,
2023-03-08,,,,,,,314.0
2023-03-09,,,,,288.0,,
2023-03-10,505.0,,,,,,
2023-03-11,,,130.0,,,,
2023-03-12,,,,86.0,,,
2023-03-13,,182.0,,,,,
2023-03-14,,,,,,340.0,
2023-03-15,,,,,,,235.0
2023-03-16,,,,,169.0,,
2023-03-17,142.0,,,,,,
2023-03-18,,,258.0,,,,
2023-03-19,,,,102.0,,,
2023-03-20,,277.0,,,,,
2023-03-21,,,,,,332.0,
2023-03-22,,,,,,,322.0
2023-03-23,,,,,35.0,,
2023-03-24,23.0,,,,,,
2023-03-25,,,4.0,,,,
2023-03-26,,,,40.0,,,
2023-03-27,,7.0,,,,,
2023-03-28,,,,,,19.0,
2023-03-29,,,,,,,324.0
2023-03-30,,,,,511.0,,
2023-03-31,325.0,,,,,,
2023-04-01,,,139.0,,,,
2023-04-02,,,,73.0,,,
2023-04-03,,133.0,,,,,
2023-04-04,,,,,,168.0,
2023-04-05,,,,,,,271.0
2023-04-06,,,,,169.0,,
2023-04-07,264.0,,,,,,
2023-04-08,,,118.0,,,,
2023-04-09,,,,51.0,,,
2023-04-10,,200.0,,,,,
2023-04-11,,,,,,222.0,
2023-04-12,,,,,,,189.0
2023-04-13,,,,,266.0,,
2023-04-14,363.0,,,,,,
2023-04-15,,,248.0,,,,
2023-04-16,,,,81.0,,,
2023-04-17,,336.0,,,,,
2023-04-18,,,,,,225.0,
2023-04-19,,,,,,,220.0
2023-04-20,,,,,274.0,,
2023-04-21,307.0,,,,,,
2023-04-22,,,117.0,,,,
2023-04-23,,,,93.0,,,
2023-04-24,,320.0,,,,,
2023-04-25,,,,,,289.0,
2023-04-26,,,,,,,211.0
2023-04-27,,,,,277.0,,
2023-04-28,295.0,,,,,,
2023-04-29,,,369.0,,,,
2023-04-30,,,,182.0,,,
2023-05-01,,294.0,,,,,
2023-05-02,,,,,,183.0,
2023-05-03,,,,,,,146.0
2023-05-04,,,,,252.0,,
2023-05-05,267.0,,,,,,
2023-05-06,,,75.0,,,,
2023-05-07,,,,105.0,,,
2023-05-08,,285.0,,,,,
2023-05-09,,,,,,253.0,
2023-05-10,,,,,,,166.0
2023-05-11,,,,,316.0,,
2023-05-12,329.0,,,,,,
2023-05-13,,,83.0,,,,
2023-05-14,,,,141.0,,,
2023-05-15,,337.0,,,,,
2023-05-16,,,,,,497.0,
2023-05-17,,,,,,,207.0
2023-05-18,,,,,241.0,,
2023-05-19,223.0,,,,,,
2023-05-20,,,170.0,,,,
2023-05-21,,,,101.0,,,
2023-05-22,,176.0,,,,,
2023-05-23,,,,,,351.0,
2023-05-24,,,,,,,400.0
2023-05-25,,,,,456.0,,
2023-05-26,317.0,,,,,,
2023-05-27,,,159.0,,,,
2023-05-28,,,,18.0,,,
2023-05-29,,176.0,,,,,
2023-05-30,,,,,,404.0,
2023-05-31,,,,,,,220.0
2023-06-01,,,,,361.0,,
2023-06-02,192.0,,,,,,
2023-06-03,,,75.0,,,,
2023-06-04,,,,282.0,,,
2023-06-05,,315.0,,,,,
2023-06-06,,,,,,226.0,
2023-06-07,,,,,,,301.0
2023-06-08,,,,,295.0,,
2023-06-09,216.0,,,,,,
2023-06-10,,,13.0,,,,
2023-06-11,,,,63.0,,,
2023-06-12,,68.0,,,,,
2023-06-13,,,,,,333.0,
2023-06-14,,,,,,,147.0
2023-06-15,,,,,317.0,,
2023-06-16,74.0,,,,,,
2023-06-17,,,141.0,,,,
2023-06-18,,,,171.0,,,
2023-06-19,,330.0,,,,,
2023-06-20,,,,,,218.0,
2023-06-21,,,,,,,247.0
2023-06-22,,,,,125.0,,
2023-06-23,93.0,,,,,,
2023-06-24,,,54.0,,,,
2023-06-25,,,,105.0,,,
2023-06-26,,316.0,,,,,
2023-06-27,,,,,,90.0,
2023-06-28,,,,,,,131.0
2023-06-29,,,,,243.0,,
2023-06-30,133.0,,,,,,
2023-07-01,,,95.0,,,,
2023-07-02,,,,60.0,,,
2023-07-03,,214.0,,,,,
2023-07-04,,,,,,160.0,
2023-07-05,,,,,,,126.0
2023-07-06,,,,,124.0,,
2023-07-07,200.0,,,,,,
2023-07-08,,,134.0,,,,
2023-07-09,,,,56.0,,,
2023-07-10,,207.0,,,,,
2023-07-11,,,,,,217.0,
2023-07-12,,,,,,,160.0
2023-07-13,,,,,274.0,,
2023-07-14,228.0,,,,,,
2023-07-15,,,235.0,,,,
2023-07-16,,,,122.0,,,
2023-07-17,,326.0,,,,,
2023-07-18,,,,,,178.0,
2023-07-19,,,,,,,367.0
2023-07-20,,,,,197.0,,
2023-07-21,229.0,,,,,,
2023-07-22,,,97.0,,,,
2023-07-23,,,,91.0,,,
2023-07-24,,89.0,,,,,
2023-07-25,,,,,,239.0,
2023-07-26,,,,,,,306.0
2023-07-27,,,,,291.0,,
2023-07-28,70.0,,,,,,
2023-07-29,,,73.0,,,,
2023-07-30,,,,188.0,,,
2023-07-31,,266.0,,,,,
2023-08-01,,,,,,140.0,
2023-08-02,,,,,,,84.0
2023-08-03,,,,,258.0,,
2023-08-04,34.0,,,,,,
2023-08-05,,,175.0,,,,
2023-08-06,,,,130.0,,,
2023-08-07,,144.0,,,,,
2023-08-08,,,,,,218.0,
2023-08-09,,,,,,,180.0
2023-08-10,,,,,205.0,,
2023-08-11,110.0,,,,,,
2023-08-12,,,120.0,,,,
2023-08-13,,,,94.0,,,
2023-08-14,,73.0,,,,,
2023-08-15,,,,,,33.0,
2023-08-16,,,,,,,50.0
2023-08-17,,,,,84.0,,
2023-08-18,98.0,,,,,,
2023-08-19,,,59.0,,,,
2023-08-20,,,,144.0,,,
2023-08-21,,82.0,,,,,
2023-08-22,,,,,,161.0,
2023-08-23,,,,,,,145.0
2023-08-24,,,,,79.0,,
2023-08-25,123.0,,,,,,
2023-08-26,,,77.0,,,,
2023-08-27,,,,207.0,,,
2023-08-28,,125.0,,,,,
2023-08-29,,,,,,64.0,
2023-08-30,,,,,,,101.0
2023-09-01,17.0,,,,,,
2023-09-02,,,129.0,,,,
2023-09-03,,,,101.0,,,
2023-09-04,,50.0,,,,,
2023-09-05,,,,,,141.0,
2023-09-06,,,,,,,111.0
2023-09-07,,,,,117.0,,
2023-09-08,55.0,,,,,,
2023-09-09,,,101.0,,,,
2023-09-11,,153.0,,,,,
2023-09-12,,,,,,121.0,
2023-09-13,,,,,,,108.0
2023-09-14,,,,,177.0,,
2023-09-15,128.0,,,,,,
2023-09-16,,,98.0,,,,
2023-09-17,,,,245.0,,,
2023-09-18,,142.0,,,,,
2023-09-19,,,,,,129.0,
2023-09-20,,,,,,,148.0
2023-09-21,,,,,166.0,,
2023-09-22,337.0,,,,,,
2023-09-23,,,40.0,,,,
2023-09-24,,,,82.0,,,
2023-09-25,,232.0,,,,,
2023-09-26,,,,,,245.0,
2023-09-27,,,,,,,162.0
2023-09-28,,,,,330.0,,
2023-09-29,222.0,,,,,,
2023-09-30,,,60.0,,,,
2023-10-01,,,,150.0,,,
2023-10-02,,191.0,,,,,
2023-10-03,,,,,,226.0,
2023-10-04,,,,,,,305.0
2023-10-05,,,,,373.0,,
2023-10-06,158.0,,,,,,
2023-10-07,,,49.0,,,,
2023-10-08,,,,67.0,,,
2023-10-09,,244.0,,,,,
2023-10-10,,,,,,214.0,
2023-10-11,,,,,,,228.0
2023-10-12,,,,,212.0,,
2023-10-13,49.0,,,,,,
2023-10-14,,,61.0,,,,
2023-10-15,,,,103.0,,,
2023-10-16,,248.0,,,,,
2023-10-17,,,,,,152.0,
2023-10-18,,,,,,,297.0
2023-10-19,,,,,302.0,,
2023-10-20,160.0,,,,,,
2023-10-21,,,106.0,,,,
2023-10-22,,,,129.0,,,
2023-10-23,,126.0,,,,,
2023-10-24,,,,,,146.0,
2023-10-25,,,,,,,229.0
2023-10-26,,,,,237.0,,
2023-10-27,119.0,,,,,,
2023-10-28,,,113.0,,,,
2023-10-29,,,,104.0,,,
2023-10-30,,207.0,,,,,
2023-10-31,,,,,,121.0,
2023-11-01,,,,,,,137.0
2023-11-02,,,,,233.0,,
2023-11-03,187.0,,,,,,
2023-11-04,,,130.0,,,,
2023-11-05,,,,160.0,,,
2023-11-06,,342.0,,,,,
2023-11-07,,,,,,179.0,
2023-11-08,,,,,,,196.0
2023-11-09,,,,,264.0,,
2023-11-10,214.0,,,,,,
2023-11-11,,,273.0,,,,
2023-11-12,,,,161.0,,,
2023-11-13,,319.0,,,,,
2023-11-14,,,,,,397.0,
2023-11-15,,,,,,,221.0
2023-11-16,,,,,256.0,,
2023-11-17,143.0,,,,,,
2023-11-18,,,31.0,,,,
2023-11-19,,,,167.0,,,
2023-11-20,,176.0,,,,,
2023-11-21,,,,,,179.0,
2023-11-22,,,,,,,244.0
2023-11-23,,,,,88.0,,
2023-11-24,179.0,,,,,,
2023-11-25,,,150.0,,,,
2023-11-26,,,,92.0,,,
2023-11-27,,170.0,,,,,
2023-11-28,,,,,,141.0,
2023-11-29,,,,,,,185.0
2023-11-30,,,,,98.0,,
2023-12-01,270.0,,,,,,
2023-12-02,,,195.0,,,,
2023-12-03,,,,155.0,,,
2023-12-04,,268.0,,,,,
2023-12-05,,,,,,132.0,
2023-12-06,,,,,,,268.0
2023-12-07,,,,,315.0,,
2023-12-08,203.0,,,,,,
2023-12-09,,,134.0,,,,
2023-12-10,,,,193.0,,,
2023-12-11,,247.0,,,,,
2023-12-12,,,,,,230.0,
2023-12-13,,,,,,,223.0
2023-12-14,,,,,235.0,,
2023-12-15,189.0,,,,,,
2023-12-16,,,314.0,,,,
2023-12-17,,,,144.0,,,
2023-12-18,,232.0,,,,,
2023-12-19,,,,,,146.0,
2023-12-20,,,,,,,204.0
2023-12-21,,,,,219.0,,
2023-12-22,32.0,,,,,,
2023-12-23,,,253.0,,,,
2023-12-24,,,,9.0,,,
2023-12-25,,12.0,,,,,
2023-12-26,,,,,,229.0,
2023-12-27,,,,,,,418.0
2023-12-28,,,,,161.0,,
2023-12-29,152.0,,,,,,
2023-12-30,,,143.0,,,,
2023-12-31,,,,56.0,,,
2024-01-01,,83.0,,,,,
2024-01-02,,,,,,74.0,
2024-01-03,,,,,,,1.0
2024-01-04,,,,,84.0,,
2024-01-05,96.0,,,,,,
2024-01-06,,,98.0,,,,
2024-01-07,,,,65.0,,,
2024-01-08,,98.0,,,,,
2024-01-09,,,,,,171.0,
2024-01-10,,,,,,,159.0
2024-01-11,,,,,95.0,,
2024-01-12,51.0,,,,,,
2024-01-13,,,195.0,,,,
2024-01-14,,,,213.0,,,
2024-01-15,,127.0,,,,,
2024-01-16,,,,,,44.0,
2024-01-17,,,,,,,119.0
2024-01-18,,,,,220.0,,
2024-01-19,176.0,,,,,,
2024-01-20,,,20.0,,,,
2024-01-21,,,,62.0,,,
2024-01-22,,162.0,,,,,
2024-01-23,,,,,,144.0,
2024-01-24,,,,,,,99.0
2024-01-25,,,,,270.0,,
2024-01-26,137.0,,,,,,
2024-01-27,,,142.0,,,,
2024-01-28,,,,50.0,,,
2024-01-29,,150.0,,,,,
2024-01-30,,,,,,251.0,
2024-01-31,,,,,,,224.0
2024-02-01,,,,,305.0,,
2024-02-02,137.0,,,,,,
2024-02-03,,,30.0,,,,
2024-02-04,,,,114.0,,,
2024-02-05,,276.0,,,,,
2024-02-06,,,,,,240.0,
2024-02-07,,,,,,,243.0
2024-02-08,,,,,138.0,,
2024-02-09,186.0,,,,,,
2024-02-10,,,278.0,,,,
2024-02-11,,,,323.0,,,
2024-02-12,,112.0,,,,,
2024-02-13,,,,,,176.0,
2024-02-14,,,,,,,255.0
2024-02-15,,,,,168.0,,
2024-02-16,223.0,,,,,,
2024-02-17,,,163.0,,,,
2024-02-18,,,,114.0,,,
2024-02-19,,295.0,,,,,
2024-02-20,,,,,,250.0,
2024-02-21,,,,,,,203.0
2024-02-22,,,,,174.0,,
2024-02-23,363.0,,,,,,
2024-02-24,,,117.0,,,,
2024-02-25,,,,368.0,,,
2024-02-26,,1324.0,,,,,
2024-02-27,,,,,,254.0,
2024-02-28,,,,,,,191.0
2024-02-29,,,,,117.0,,
2024-03-01,63.0,,,,,,
2024-03-02,,,288.0,,,,
2024-03-03,,,,97.0,,,
2024-03-04,,357.0,,,,,
2024-03-05,,,,,,174.0,
2024-03-06,,,,,,,248.0
2024-03-07,,,,,213.0,,
2024-03-08,226.0,,,,,,
2024-03-09,,,107.0,,,,
2024-03-10,,,,97.0,,,
2024-03-11,,185.0,,,,,
2024-03-12,,,,,,135.0,
2024-03-13,,,,,,,147.0
2024-03-14,,,,,38.0,,
2024-03-15,279.0,,,,,,
2024-03-16,,,188.0,,,,
2024-03-17,,,,90.0,,,
2024-03-18,,256.0,,,,,
2024-03-19,,,,,,293.0,
2024-03-20,,,,,,,187.0
2024-03-21,,,,,254.0,,
2024-03-22,120.0,,,,,,
2024-03-23,,,281.0,,,,
2024-03-24,,,,183.0,,,
2024-03-25,,147.0,,,,,
2024-03-26,,,,,,159.0,
2024-03-27,,,,,,,158.0
2024-03-28,,,,,216.0,,
2024-03-29,103.0,,,,,,
2024-03-30,,,83.0,,,,
2024-03-31,,,,182.0,,,
2024-04-01,,229.0,,,,,
2024-04-02,,,,,,170.0,
2024-04-03,,,,,,,221.0
2024-04-04,,,,,221.0,,
2024-04-05,105.0,,,,,,
2024-04-06,,,128.0,,,,
2024-04-07,,,,86.0,,,
2024-04-08,,225.0,,,,,
2024-04-09,,,,,,154.0,
2024-04-10,,,,,,,315.0
2024-04-11,,,,,111.0,,
2024-04-12,185.0,,,,,,
2024-04-13,,,173.0,,,,
2024-04-14,,,,74.0,,,
2024-04-15,,208.0,,,,,
2024-04-16,,,,,,68.0,
2024-04-17,,,,,,,341.0
2024-04-18,,,,,192.0,,
2024-04-19,66.0,,,,,,
2024-04-20,,,261.0,,,,
2024-04-21,,,,126.0,,,
2024-04-22,,183.0,,,,,
2024-04-23,,,,,,138.0,
2024-04-24,,,,,,,255.0
2024-04-25,,,,,167.0,,
2024-04-26,201.0,,,,,,
2024-04-27,,,294.0,,,,
2024-04-28,,,,193.0,,,
2024-04-29,,308.0,,,,,
2024-04-30,,,,,,144.0,
2024-05-01,,,,,,,124.0
2024-05-02,,,,,195.0,,
2024-05-03,94.0,,,,,,
2024-05-04,,,82.0,,,,
2024-05-05,,,,298.0,,,
2024-05-06,,120.0,,,,,
2024-05-07,,,,,,271.0,
2024-05-08,,,,,,,27.0
2024-05-09,,,,,359.0,,
2024-05-10,152.0,,,,,,
2024-05-11,,,7.0,,,,
2024-05-12,,,,135.0,,,
2024-05-13,,302.0,,,,,
2024-05-14,,,,,,197.0,
2024-05-15,,,,,,,63.0
2024-05-16,,,,,112.0,,
2024-05-17,208.0,,,,,,
2024-05-18,,,142.0,,,,
2024-05-19,,,,96.0,,,
2024-05-20,,182.0,,,,,
2024-05-21,,,,,,149.0,
2024-05-22,,,,,,,142.0
2024-05-23,,,,,128.0,,
2024-05-24,284.0,,,,,,
2024-05-25,,,77.0,,,,
2024-05-27,,113.0,,,,,
2024-05-28,,,,,,99.0,
2024-05-29,,,,,,,81.0
2024-05-30,,,,,96.0,,
2024-05-31,266.0,,,,,,
2024-06-01,,,70.0,,,,
2024-06-02,,,,106.0,,,
2024-06-03,,126.0,,,,,
2024-06-04,,,,,,182.0,
2024-06-05,,,,,,,127.0
2024-06-06,,,,,66.0,,
2024-06-07,191.0,,,,,,
2024-06-08,,,232.0,,,,
2024-06-09,,,,192.0,,,
2024-06-10,,107.0,,,,,
